t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
39,|,2,[0],1.0,1.0,1.0,1.0,10.0,10.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,10.0,0.0,0.12935323383084577,-8.0,0.0,0.0,0.0,0.0,|,1.0,[0],0.0,0.0,12.0,"[0, 0.0, 0]",0.0,1.0,1.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,2.0,12.0,"[0, 2.0, 0.0, 0.0, 0, 0, 0]",0.0,1.0,1.0,1.0,20.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,4.0,19.0,19.0,7.0,7.0,"[0, 15.0, 4.0, 0, 0]","[0, 15.0, 4.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,21.0,2.0,"[0, 1.0, 9.0, 8.0, 3.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,17.0,0.0,0,0.0,0.0,|,4.0,[0],1.0,1.0,9.0,"[0, 1.0, 0]",0.0,4.0,4.0,1.0,19.0,0.0,0,0.0,0.0,|,4.0,[0],3.0,11.0,9.0,"[0, 8.0, 3.0, 0, 0]",0.0,4.0,4.0,1.0,21.0,0.0,0,0.0,0.0
40,|,7,[0],12.0,12.0,12.0,12.0,1.0,1.0,"[0, 12.0, 0]","[0, 12.0, 0]",0.0,0.0,1.0,0.0,0.125,-14.0,0.0,0.0,0.0,0.0,|,12.0,[0],8.0,8.0,0.0,"[0, 8.0, 0]",0.0,12.0,12.0,1.0,0.0,0.0,0,0.0,0.0,|,12.0,[0],7.0,7.0,2.0,"[0, 0.0, 0.0, 7.0, 0, 0, 0]",0.0,12.0,12.0,1.0,10.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,3.0,7.0,7.0,15.0,15.0,"[0, 4.0, 3.0, 0, 0]","[0, 4.0, 3.0, 0, 0]",0.0,0.0,7.0,7.0,1.0,15.0,0.0,0,0.0,0.0,|,8.0,[0],2.0,22.0,1.0,"[0, 9.0, 8.0, 3.0, 2.0, 0, 0, 0, 0]",0.0,8.0,8.0,1.0,10.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,3.0,3.0,1.0,17.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,5.0,8.0,"[0, 3.0, 2.0, 0, 0]",0.0,3.0,3.0,1.0,26.0,0.0,0,0.0,0.0
41,|,10,[0],0.0,0.0,0.0,0.0,12.0,12.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,12.0,0.0,0.11926605504587157,-12.0,0.0,0.0,0.0,0.0,|,0.0,[0],2.0,2.0,8.0,"[0, 2.0, 0]",0.0,0.0,0.0,1.0,8.0,0.0,0,0.0,0.0,|,0.0,[0],15.0,22.0,0.0,"[0, 0.0, 7.0, 15.0, 0, 0, 0]",0.0,0.0,0.0,1.0,10.0,0.0,0,0.0,0.0,|,15.0,[0],0.0,0.0,3.0,3.0,4.0,4.0,"[0, 3.0, 0.0, 0, 0]","[0, 3.0, 0.0, 0, 0]",0.0,0.0,15.0,15.0,1.0,4.0,0.0,0,0.0,0.0,|,2.0,[0],7.0,20.0,9.0,"[0, 8.0, 3.0, 2.0, 7.0, 0, 0, 0, 0]",0.0,2.0,2.0,1.0,17.0,0.0,0,0.0,0.0,|,0.0,[0],7.0,7.0,4.0,"[0, 7.0, 0]",0.0,0.0,0.0,1.0,21.0,0.0,0,0.0,0.0,|,0.0,[0],7.0,9.0,3.0,"[0, 2.0, 7.0, 0, 0]",0.0,0.0,0.0,1.0,29.0,0.0,0,0.0,0.0
42,|,8,[0],8.0,8.0,8.0,8.0,0.0,0.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,0.0,0.0,0.11504424778761062,-20.0,0.0,0.0,0.0,0.0,|,8.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,8.0,8.0,1.0,2.0,0.0,0,0.0,0.0,|,8.0,[0],4.0,26.0,0.0,"[0, 7.0, 15.0, 4.0, 0, 0, 0]",0.0,8.0,8.0,1.0,2.0,0.0,0,0.0,0.0,|,4.0,[0],10.0,10.0,10.0,10.0,3.0,3.0,"[0, 0.0, 10.0, 0, 0]","[0, 0.0, 10.0, 0, 0]",0.0,0.0,4.0,4.0,1.0,3.0,0.0,0,0.0,0.0,|,7.0,[0],10.0,22.0,8.0,"[0, 3.0, 2.0, 7.0, 10.0, 0, 0, 0, 0]",0.0,7.0,7.0,1.0,18.0,0.0,0,0.0,0.0,|,10.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,10.0,10.0,1.0,18.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,17.0,2.0,"[0, 7.0, 10.0, 0, 0]",0.0,10.0,10.0,1.0,21.0,0.0,0,0.0,0.0
43,|,9,[0],2.0,2.0,2.0,2.0,8.0,8.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,8.0,0.0,0.11063829787234042,-21.0,0.0,0.0,0.0,0.0,|,2.0,[0],8.0,8.0,7.0,"[0, 8.0, 0]",0.0,2.0,2.0,1.0,7.0,0.0,0,0.0,0.0,|,2.0,[0],3.0,22.0,7.0,"[0, 15.0, 4.0, 3.0, 0, 0, 0]",0.0,2.0,2.0,1.0,7.0,0.0,0,0.0,0.0,|,3.0,[0],13.0,13.0,23.0,23.0,0.0,0.0,"[0, 10.0, 13.0, 0, 0]","[0, 10.0, 13.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,0.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,27.0,3.0,"[0, 2.0, 7.0, 10.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,1.0,13.0,0.0,0,0.0,0.0,|,13.0,[0],5.0,5.0,8.0,"[0, 5.0, 0]",0.0,13.0,13.0,1.0,13.0,0.0,0,0.0,0.0,|,13.0,[0],8.0,18.0,7.0,"[0, 10.0, 8.0, 0, 0]",0.0,13.0,13.0,1.0,15.0,0.0,0,0.0,0.0
44,|,10,[0],7.0,7.0,7.0,7.0,2.0,2.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,2.0,0.0,0.10612244897959183,-29.0,0.0,0.0,0.0,0.0,|,7.0,[0],0.0,0.0,8.0,"[0, 0.0, 0]",0.0,7.0,7.0,1.0,8.0,0.0,0,0.0,0.0,|,7.0,[0],0.0,7.0,15.0,"[0, 4.0, 3.0, 0.0, 0, 0, 0]",0.0,7.0,7.0,1.0,15.0,0.0,0,0.0,0.0,|,0.0,[0],10.0,10.0,23.0,23.0,10.0,10.0,"[0, 13.0, 10.0, 0, 0]","[0, 13.0, 10.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],9.0,34.0,2.0,"[0, 7.0, 10.0, 8.0, 9.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,15.0,0.0,0,0.0,0.0,|,10.0,[0],5.0,5.0,5.0,"[0, 5.0, 0]",0.0,10.0,10.0,1.0,8.0,0.0,0,0.0,0.0,|,10.0,[0],9.0,17.0,10.0,"[0, 8.0, 9.0, 0, 0]",0.0,10.0,10.0,1.0,15.0,0.0,0,0.0,0.0
45,|,2,[0],8.0,8.0,8.0,8.0,7.0,7.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,7.0,0.0,0.10526315789473684,-24.0,0.0,0.0,0.0,0.0,|,8.0,[0],10.0,10.0,0.0,"[0, 10.0, 0]",0.0,8.0,8.0,1.0,0.0,0.0,0,0.0,0.0,|,8.0,[0],10.0,13.0,4.0,"[0, 3.0, 0.0, 10.0, 0, 0, 0]",0.0,8.0,8.0,1.0,11.0,0.0,0,0.0,0.0,|,10.0,[0],1.0,1.0,11.0,11.0,13.0,13.0,"[0, 10.0, 1.0, 0, 0]","[0, 10.0, 1.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,13.0,0.0,0,0.0,0.0,|,10.0,[0],6.0,33.0,7.0,"[0, 10.0, 8.0, 9.0, 6.0, 0, 0, 0, 0]",0.0,10.0,10.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],11.0,11.0,5.0,"[0, 11.0, 0]",0.0,1.0,1.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],10.0,19.0,8.0,"[0, 9.0, 10.0, 0, 0]",0.0,1.0,1.0,1.0,22.0,0.0,0,0.0,0.0
46,|,1,[0],0.0,0.0,0.0,0.0,8.0,8.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,8.0,0.0,0.10483870967741936,-17.0,0.0,0.0,0.0,0.0,|,0.0,[0],1.0,1.0,10.0,"[0, 1.0, 0]",0.0,0.0,0.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],13.0,23.0,3.0,"[0, 0.0, 10.0, 13.0, 0, 0, 0]",0.0,0.0,0.0,1.0,14.0,0.0,0,0.0,0.0,|,13.0,[0],2.0,2.0,3.0,3.0,10.0,10.0,"[0, 1.0, 2.0, 0, 0]","[0, 1.0, 2.0, 0, 0]",0.0,0.0,13.0,13.0,1.0,10.0,0.0,0,0.0,0.0,|,1.0,[0],5.0,28.0,10.0,"[0, 8.0, 9.0, 6.0, 5.0, 0, 0, 0, 0]",0.0,1.0,1.0,1.0,21.0,0.0,0,0.0,0.0,|,2.0,[0],9.0,9.0,11.0,"[0, 9.0, 0]",0.0,2.0,2.0,1.0,21.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,12.0,9.0,"[0, 10.0, 2.0, 0, 0]",0.0,2.0,2.0,1.0,29.0,0.0,0,0.0,0.0
47,|,8,[0],10.0,10.0,10.0,10.0,0.0,0.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,0.0,0.0,0.1015625,-25.0,0.0,0.0,0.0,0.0,|,10.0,[0],13.0,13.0,1.0,"[0, 13.0, 0]",0.0,10.0,10.0,1.0,1.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,33.0,0.0,"[0, 10.0, 13.0, 10.0, 0, 0, 0]",0.0,10.0,10.0,1.0,4.0,0.0,0,0.0,0.0,|,10.0,[0],4.0,4.0,6.0,6.0,1.0,1.0,"[0, 2.0, 4.0, 0, 0]","[0, 2.0, 4.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,1.0,0.0,0,0.0,0.0,|,13.0,[0],2.0,22.0,8.0,"[0, 9.0, 6.0, 5.0, 2.0, 0, 0, 0, 0]",0.0,13.0,13.0,1.0,16.0,0.0,0,0.0,0.0,|,4.0,[0],1.0,1.0,9.0,"[0, 1.0, 0]",0.0,4.0,4.0,1.0,26.0,0.0,0,0.0,0.0,|,4.0,[0],1.0,3.0,10.0,"[0, 2.0, 1.0, 0, 0]",0.0,4.0,4.0,1.0,35.0,0.0,0,0.0,0.0
48,|,1,[0],1.0,1.0,1.0,1.0,10.0,10.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,10.0,0.0,0.10116731517509728,-16.0,0.0,0.0,0.0,0.0,|,1.0,[0],3.0,3.0,13.0,"[0, 3.0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,24.0,10.0,"[0, 13.0, 10.0, 1.0, 0, 0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],7.0,7.0,11.0,11.0,2.0,2.0,"[0, 4.0, 7.0, 0, 0]","[0, 4.0, 7.0, 0, 0]",0.0,0.0,1.0,1.0,1.0,2.0,0.0,0,0.0,0.0,|,3.0,[0],8.0,21.0,9.0,"[0, 6.0, 5.0, 2.0, 8.0, 0, 0, 0, 0]",0.0,3.0,3.0,1.0,22.0,0.0,0,0.0,0.0,|,7.0,[0],9.0,9.0,1.0,"[0, 9.0, 0]",0.0,7.0,7.0,1.0,20.0,0.0,0,0.0,0.0,|,7.0,[0],8.0,9.0,2.0,"[0, 1.0, 8.0, 0, 0]",0.0,7.0,7.0,1.0,30.0,0.0,0,0.0,0.0
49,|,8,[0],13.0,13.0,13.0,13.0,1.0,1.0,"[0, 13.0, 0]","[0, 13.0, 0]",0.0,0.0,1.0,0.0,0.09811320754716982,-23.0,0.0,0.0,0.0,0.0,|,13.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,13.0,13.0,1.0,3.0,0.0,0,0.0,0.0,|,13.0,[0],2.0,13.0,13.0,"[0, 10.0, 1.0, 2.0, 0, 0, 0]",0.0,13.0,13.0,1.0,13.0,0.0,0,0.0,0.0,|,2.0,[0],4.0,4.0,11.0,11.0,4.0,4.0,"[0, 7.0, 4.0, 0, 0]","[0, 7.0, 4.0, 0, 0]",0.0,0.0,2.0,2.0,1.0,4.0,0.0,0,0.0,0.0,|,7.0,[0],1.0,16.0,6.0,"[0, 5.0, 2.0, 8.0, 1.0, 0, 0, 0, 0]",0.0,7.0,7.0,1.0,21.0,0.0,0,0.0,0.0,|,4.0,[0],1.0,1.0,9.0,"[0, 1.0, 0]",0.0,4.0,4.0,1.0,25.0,0.0,0,0.0,0.0,|,4.0,[0],1.0,9.0,1.0,"[0, 8.0, 1.0, 0, 0]",0.0,4.0,4.0,1.0,27.0,0.0,0,0.0,0.0
50,|,0,[0],3.0,3.0,3.0,3.0,13.0,13.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,13.0,0.0,0.09811320754716982,-10.0,0.0,0.0,0.0,0.0,|,3.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,3.0,3.0,1.0,7.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,7.0,10.0,"[0, 1.0, 2.0, 4.0, 0, 0, 0]",0.0,3.0,3.0,1.0,20.0,0.0,0,0.0,0.0,|,4.0,[0],9.0,9.0,13.0,13.0,7.0,7.0,"[0, 4.0, 9.0, 0, 0]","[0, 4.0, 9.0, 0, 0]",0.0,0.0,4.0,4.0,1.0,7.0,0.0,0,0.0,0.0,|,4.0,[0],8.0,19.0,5.0,"[0, 2.0, 8.0, 1.0, 8.0, 0, 0, 0, 0]",0.0,4.0,4.0,1.0,22.0,0.0,0,0.0,0.0,|,9.0,[0],2.0,2.0,1.0,"[0, 2.0, 0]",0.0,9.0,9.0,1.0,17.0,0.0,0,0.0,0.0,|,9.0,[0],8.0,9.0,8.0,"[0, 1.0, 8.0, 0, 0]",0.0,9.0,9.0,1.0,26.0,0.0,0,0.0,0.0
51,|,4,[0],7.0,7.0,7.0,7.0,3.0,3.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,3.0,0.0,0.09665427509293681,-11.0,0.0,0.0,0.0,0.0,|,7.0,[0],11.0,11.0,4.0,"[0, 11.0, 0]",0.0,7.0,7.0,1.0,4.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,13.0,1.0,"[0, 2.0, 4.0, 7.0, 0, 0, 0]",0.0,7.0,7.0,1.0,14.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,3.0,12.0,12.0,4.0,4.0,"[0, 9.0, 3.0, 0, 0]","[0, 9.0, 3.0, 0, 0]",0.0,0.0,7.0,7.0,1.0,4.0,0.0,0,0.0,0.0,|,11.0,[0],0.0,17.0,2.0,"[0, 8.0, 1.0, 8.0, 0.0, 0, 0, 0, 0]",0.0,11.0,11.0,1.0,13.0,0.0,0,0.0,0.0,|,3.0,[0],6.0,6.0,2.0,"[0, 6.0, 0]",0.0,3.0,3.0,1.0,16.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,8.0,1.0,"[0, 8.0, 0.0, 0, 0]",0.0,3.0,3.0,1.0,24.0,0.0,0,0.0,0.0
52,|,5,[0],4.0,4.0,4.0,4.0,7.0,7.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,7.0,0.0,0.0948905109489051,-9.0,0.0,0.0,0.0,0.0,|,4.0,[0],3.0,3.0,11.0,"[0, 3.0, 0]",0.0,4.0,4.0,1.0,11.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,15.0,2.0,"[0, 4.0, 7.0, 4.0, 0, 0, 0]",0.0,4.0,4.0,1.0,12.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,0.0,3.0,3.0,9.0,9.0,"[0, 3.0, 0.0, 0, 0]","[0, 3.0, 0.0, 0, 0]",0.0,0.0,4.0,4.0,1.0,9.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,13.0,8.0,"[0, 1.0, 8.0, 0.0, 4.0, 0, 0, 0, 0]",0.0,3.0,3.0,1.0,18.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,2.0,6.0,"[0, 2.0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,4.0,8.0,"[0, 0.0, 4.0, 0, 0]",0.0,0.0,0.0,1.0,32.0,0.0,0,0.0,0.0
53,|,10,[0],11.0,11.0,11.0,11.0,4.0,4.0,"[0, 11.0, 0]","[0, 11.0, 0]",0.0,0.0,4.0,0.0,0.09154929577464789,-15.0,0.0,0.0,0.0,0.0,|,11.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,11.0,11.0,1.0,3.0,0.0,0,0.0,0.0,|,11.0,[0],9.0,20.0,4.0,"[0, 7.0, 4.0, 9.0, 0, 0, 0]",0.0,11.0,11.0,1.0,5.0,0.0,0,0.0,0.0,|,9.0,[0],10.0,10.0,10.0,10.0,3.0,3.0,"[0, 0.0, 10.0, 0, 0]","[0, 0.0, 10.0, 0, 0]",0.0,0.0,9.0,9.0,1.0,3.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,17.0,1.0,"[0, 8.0, 0.0, 4.0, 5.0, 0, 0, 0, 0]",0.0,5.0,5.0,1.0,14.0,0.0,0,0.0,0.0,|,10.0,[0],7.0,7.0,2.0,"[0, 7.0, 0]",0.0,10.0,10.0,1.0,14.0,0.0,0,0.0,0.0,|,10.0,[0],5.0,9.0,0.0,"[0, 4.0, 5.0, 0, 0]",0.0,10.0,10.0,1.0,22.0,0.0,0,0.0,0.0
54,|,4,[0],3.0,3.0,3.0,3.0,11.0,11.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,11.0,0.0,0.09027777777777778,-8.0,0.0,0.0,0.0,0.0,|,3.0,[0],1.0,1.0,5.0,"[0, 1.0, 0]",0.0,3.0,3.0,1.0,5.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,16.0,7.0,"[0, 4.0, 9.0, 3.0, 0, 0, 0]",0.0,3.0,3.0,1.0,9.0,0.0,0,0.0,0.0,|,3.0,[0],3.0,3.0,13.0,13.0,0.0,0.0,"[0, 10.0, 3.0, 0, 0]","[0, 10.0, 3.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,0.0,0.0,0,0.0,0.0,|,1.0,[0],10.0,19.0,8.0,"[0, 0.0, 4.0, 5.0, 10.0, 0, 0, 0, 0]",0.0,1.0,1.0,1.0,21.0,0.0,0,0.0,0.0,|,3.0,[0],6.0,6.0,7.0,"[0, 6.0, 0]",0.0,3.0,3.0,1.0,18.0,0.0,0,0.0,0.0,|,3.0,[0],10.0,15.0,4.0,"[0, 5.0, 10.0, 0, 0]",0.0,3.0,3.0,1.0,23.0,0.0,0,0.0,0.0
55,|,4,[0],5.0,5.0,5.0,5.0,3.0,3.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,3.0,0.0,0.08904109589041095,-9.0,0.0,0.0,0.0,0.0,|,5.0,[0],12.0,12.0,1.0,"[0, 12.0, 0]",0.0,5.0,5.0,1.0,1.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,12.0,4.0,"[0, 9.0, 3.0, 0.0, 0, 0, 0]",0.0,5.0,5.0,1.0,8.0,0.0,0,0.0,0.0,|,0.0,[0],12.0,12.0,15.0,15.0,10.0,10.0,"[0, 3.0, 12.0, 0, 0]","[0, 3.0, 12.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,10.0,0.0,0,0.0,0.0,|,12.0,[0],4.0,23.0,0.0,"[0, 4.0, 5.0, 10.0, 4.0, 0, 0, 0, 0]",0.0,12.0,12.0,1.0,9.0,0.0,0,0.0,0.0,|,12.0,[0],8.0,8.0,6.0,"[0, 8.0, 0]",0.0,12.0,12.0,1.0,12.0,0.0,0,0.0,0.0,|,12.0,[0],4.0,14.0,5.0,"[0, 10.0, 4.0, 0, 0]",0.0,12.0,12.0,1.0,16.0,0.0,0,0.0,0.0
56,|,3,[0],1.0,1.0,1.0,1.0,5.0,5.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,5.0,0.0,0.08813559322033898,-7.0,0.0,0.0,0.0,0.0,|,1.0,[0],0.0,0.0,12.0,"[0, 0.0, 0]",0.0,1.0,1.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],10.0,13.0,9.0,"[0, 3.0, 0.0, 10.0, 0, 0, 0]",0.0,1.0,1.0,1.0,16.0,0.0,0,0.0,0.0,|,10.0,[0],0.0,0.0,12.0,12.0,3.0,3.0,"[0, 12.0, 0.0, 0, 0]","[0, 12.0, 0.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,3.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,23.0,4.0,"[0, 5.0, 10.0, 4.0, 4.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,13.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,8.0,"[0, 0.0, 0]",0.0,0.0,0.0,1.0,20.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,8.0,10.0,"[0, 4.0, 4.0, 0, 0]",0.0,0.0,0.0,1.0,26.0,0.0,0,0.0,0.0
57,|,3,[0],12.0,12.0,12.0,12.0,1.0,1.0,"[0, 12.0, 0]","[0, 12.0, 0]",0.0,0.0,1.0,0.0,0.087248322147651,-9.0,0.0,0.0,0.0,0.0,|,12.0,[0],4.0,4.0,0.0,"[0, 4.0, 0]",0.0,12.0,12.0,1.0,0.0,0.0,0,0.0,0.0,|,12.0,[0],3.0,13.0,3.0,"[0, 0.0, 10.0, 3.0, 0, 0, 0]",0.0,12.0,12.0,1.0,7.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,2.0,2.0,2.0,12.0,12.0,"[0, 0.0, 2.0, 0, 0]","[0, 0.0, 2.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,12.0,0.0,0,0.0,0.0,|,4.0,[0],3.0,21.0,5.0,"[0, 10.0, 4.0, 4.0, 3.0, 0, 0, 0, 0]",0.0,4.0,4.0,1.0,14.0,0.0,0,0.0,0.0,|,2.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,2.0,2.0,1.0,18.0,0.0,0,0.0,0.0,|,2.0,[0],3.0,7.0,4.0,"[0, 4.0, 3.0, 0, 0]",0.0,2.0,2.0,1.0,28.0,0.0,0,0.0,0.0
58,|,3,[0],0.0,0.0,0.0,0.0,12.0,12.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,12.0,3.0,0.09634551495016612,0.0,0.0,0,0.0,0.0,|,0.0,[0],13.0,13.0,4.0,"[0, 13.0, 0]",0.0,0.0,0.0,1.0,4.0,0.0,0,0.0,0.0,|,0.0,[0],12.0,25.0,0.0,"[0, 10.0, 3.0, 12.0, 0, 0, 0]",0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0,|,12.0,[0],0.0,0.0,2.0,2.0,0.0,0.0,"[0, 2.0, 0.0, 0, 0]","[0, 2.0, 0.0, 0, 0]",0.0,0.0,12.0,12.0,1.0,0.0,0.0,0,0.0,0.0,|,13.0,[0],3.0,14.0,10.0,"[0, 4.0, 4.0, 3.0, 3.0, 0, 0, 0, 0]",0.0,13.0,13.0,1.0,11.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,0.0,0.0,1.0,25.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,6.0,4.0,"[0, 3.0, 3.0, 0, 0]",0.0,0.0,0.0,1.0,32.0,0.0,0,0.0,0.0
