t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
59,|,7,[0],4.0,4.0,4.0,4.0,0.0,0.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,0.0,0.0,0.09415584415584416,-7.0,0.0,0.0,0.0,0.0,|,4.0,[0],0.0,0.0,13.0,"[0, 0.0, 0]",0.0,4.0,4.0,1.0,13.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,15.0,10.0,"[0, 3.0, 12.0, 0.0, 0, 0, 0]",0.0,4.0,4.0,1.0,13.0,0.0,0,0.0,0.0,|,0.0,[0],7.0,7.0,7.0,7.0,2.0,2.0,"[0, 0.0, 7.0, 0, 0]","[0, 0.0, 7.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,13.0,4.0,"[0, 4.0, 3.0, 3.0, 3.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,15.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,3.0,3.0,"[0, 3.0, 0]",0.0,7.0,7.0,1.0,21.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,6.0,3.0,"[0, 3.0, 3.0, 0, 0]",0.0,7.0,7.0,1.0,28.0,0.0,0,0.0,0.0
60,|,8,[0],9.0,9.0,9.0,9.0,4.0,4.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,4.0,0.0,0.09177215189873418,-11.0,0.0,0.0,0.0,0.0,|,9.0,[0],10.0,10.0,0.0,"[0, 10.0, 0]",0.0,9.0,9.0,1.0,4.0,0.0,0,0.0,0.0,|,9.0,[0],2.0,14.0,3.0,"[0, 12.0, 0.0, 2.0, 0, 0, 0]",0.0,9.0,9.0,1.0,7.0,0.0,0,0.0,0.0,|,2.0,[0],7.0,7.0,14.0,14.0,0.0,0.0,"[0, 7.0, 7.0, 0, 0]","[0, 7.0, 7.0, 0, 0]",0.0,0.0,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,|,10.0,[0],7.0,16.0,4.0,"[0, 3.0, 3.0, 3.0, 7.0, 0, 0, 0, 0]",0.0,10.0,10.0,1.0,9.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,7.0,3.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,17.0,0.0,0,0.0,0.0,|,7.0,[0],7.0,10.0,3.0,"[0, 3.0, 7.0, 0, 0]",0.0,7.0,7.0,1.0,24.0,0.0,0,0.0,0.0
61,|,5,[0],4.0,4.0,4.0,4.0,9.0,9.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,9.0,0.0,0.09034267912772585,-7.0,0.0,0.0,0.0,0.0,|,4.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,2.0,12.0,"[0, 0.0, 2.0, 0.0, 0, 0, 0]",0.0,4.0,4.0,1.0,15.0,0.0,0,0.0,0.0,|,0.0,[0],9.0,9.0,16.0,16.0,7.0,7.0,"[0, 7.0, 9.0, 0, 0]","[0, 7.0, 9.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0,|,0.0,[0],8.0,21.0,3.0,"[0, 3.0, 3.0, 7.0, 8.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,12.0,0.0,0,0.0,0.0,|,9.0,[0],7.0,7.0,7.0,"[0, 7.0, 0]",0.0,9.0,9.0,1.0,15.0,0.0,0,0.0,0.0,|,9.0,[0],8.0,15.0,3.0,"[0, 7.0, 8.0, 0, 0]",0.0,9.0,9.0,1.0,18.0,0.0,0,0.0,0.0
62,|,1,[0],9.0,9.0,9.0,9.0,4.0,4.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,4.0,0.0,0.09006211180124224,-4.0,0.0,0.0,0.0,0.0,|,9.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,9.0,9.0,1.0,1.0,0.0,0,0.0,0.0,|,9.0,[0],7.0,9.0,0.0,"[0, 2.0, 0.0, 7.0, 0, 0, 0]",0.0,9.0,9.0,1.0,6.0,0.0,0,0.0,0.0,|,7.0,[0],5.0,5.0,14.0,14.0,7.0,7.0,"[0, 9.0, 5.0, 0, 0]","[0, 9.0, 5.0, 0, 0]",0.0,0.0,7.0,7.0,1.0,7.0,0.0,0,0.0,0.0,|,7.0,[0],5.0,23.0,3.0,"[0, 3.0, 7.0, 8.0, 5.0, 0, 0, 0, 0]",0.0,7.0,7.0,1.0,8.0,0.0,0,0.0,0.0,|,5.0,[0],4.0,4.0,7.0,"[0, 4.0, 0]",0.0,5.0,5.0,1.0,17.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,13.0,7.0,"[0, 8.0, 5.0, 0, 0]",0.0,5.0,5.0,1.0,20.0,0.0,0,0.0,0.0
63,|,9,[0],1.0,1.0,1.0,1.0,9.0,9.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,9.0,5.0,0.1027190332326284,-4.0,0.0,0.0,0.0,0.0,|,1.0,[0],0.0,0.0,7.0,"[0, 0.0, 0]",0.0,1.0,1.0,1.0,7.0,0.0,0,0.0,0.0,|,1.0,[0],7.0,14.0,2.0,"[0, 0.0, 7.0, 7.0, 0, 0, 0]",0.0,1.0,1.0,1.0,7.0,0.0,0,0.0,0.0,|,7.0,[0],1.0,1.0,6.0,6.0,9.0,9.0,"[0, 5.0, 1.0, 0, 0]","[0, 5.0, 1.0, 0, 0]",0.0,0.0,7.0,7.0,1.0,9.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,21.0,3.0,"[0, 7.0, 8.0, 5.0, 1.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,11.0,0.0,0,0.0,0.0,|,1.0,[0],3.0,3.0,4.0,"[0, 3.0, 0]",0.0,1.0,1.0,1.0,20.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,6.0,8.0,"[0, 5.0, 1.0, 0, 0]",0.0,1.0,1.0,1.0,27.0,0.0,0,0.0,0.0
64,|,4,[0],7.0,7.0,7.0,7.0,1.0,1.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,1.0,0.0,0.10149253731343283,-7.0,0.0,0.0,0.0,0.0,|,7.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,7.0,7.0,1.0,0.0,0.0,0,0.0,0.0,|,7.0,[0],9.0,23.0,0.0,"[0, 7.0, 7.0, 9.0, 0, 0, 0]",0.0,7.0,7.0,1.0,0.0,0.0,0,0.0,0.0,|,9.0,[0],5.0,5.0,6.0,6.0,5.0,5.0,"[0, 1.0, 5.0, 0, 0]","[0, 1.0, 5.0, 0, 0]",0.0,0.0,9.0,9.0,1.0,5.0,0.0,0,0.0,0.0,|,7.0,[0],9.0,23.0,7.0,"[0, 8.0, 5.0, 1.0, 9.0, 0, 0, 0, 0]",0.0,7.0,7.0,1.0,11.0,0.0,0,0.0,0.0,|,5.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,5.0,5.0,1.0,18.0,0.0,0,0.0,0.0,|,5.0,[0],9.0,10.0,5.0,"[0, 1.0, 9.0, 0, 0]",0.0,5.0,5.0,1.0,27.0,0.0,0,0.0,0.0
65,|,9,[0],0.0,0.0,0.0,0.0,7.0,7.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,7.0,0.0,0.09883720930232558,-9.0,0.0,0.0,0.0,0.0,|,0.0,[0],0.0,0.0,7.0,"[0, 0.0, 0]",0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0,|,0.0,[0],5.0,21.0,7.0,"[0, 7.0, 9.0, 5.0, 0, 0, 0]",0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0,|,5.0,[0],3.0,3.0,8.0,8.0,1.0,1.0,"[0, 5.0, 3.0, 0, 0]","[0, 5.0, 3.0, 0, 0]",0.0,0.0,5.0,5.0,1.0,1.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,19.0,8.0,"[0, 5.0, 1.0, 9.0, 4.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,19.0,0.0,0,0.0,0.0,|,3.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,3.0,3.0,1.0,20.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,13.0,1.0,"[0, 9.0, 4.0, 0, 0]",0.0,3.0,3.0,1.0,25.0,0.0,0,0.0,0.0
66,|,7,[0],7.0,7.0,7.0,7.0,0.0,0.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,0.0,0.0,0.09686609686609686,-16.0,0.0,0.0,0.0,0.0,|,7.0,[0],9.0,9.0,0.0,"[0, 9.0, 0]",0.0,7.0,7.0,1.0,0.0,0.0,0,0.0,0.0,|,7.0,[0],1.0,15.0,7.0,"[0, 9.0, 5.0, 1.0, 0, 0, 0]",0.0,7.0,7.0,1.0,7.0,0.0,0,0.0,0.0,|,1.0,[0],12.0,12.0,15.0,15.0,5.0,5.0,"[0, 3.0, 12.0, 0, 0]","[0, 3.0, 12.0, 0, 0]",0.0,0.0,1.0,1.0,1.0,5.0,0.0,0,0.0,0.0,|,9.0,[0],9.0,23.0,5.0,"[0, 1.0, 9.0, 4.0, 9.0, 0, 0, 0, 0]",0.0,9.0,9.0,1.0,15.0,0.0,0,0.0,0.0,|,12.0,[0],1.0,1.0,8.0,"[0, 1.0, 0]",0.0,12.0,12.0,1.0,16.0,0.0,0,0.0,0.0,|,12.0,[0],9.0,13.0,9.0,"[0, 4.0, 9.0, 0, 0]",0.0,12.0,12.0,1.0,22.0,0.0,0,0.0,0.0
67,|,3,[0],0.0,0.0,0.0,0.0,7.0,7.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,7.0,0.0,0.096045197740113,-12.0,0.0,0.0,0.0,0.0,|,0.0,[0],3.0,3.0,9.0,"[0, 3.0, 0]",0.0,0.0,0.0,1.0,9.0,0.0,0,0.0,0.0,|,0.0,[0],5.0,11.0,9.0,"[0, 5.0, 1.0, 5.0, 0, 0, 0]",0.0,0.0,0.0,1.0,16.0,0.0,0,0.0,0.0,|,5.0,[0],11.0,11.0,23.0,23.0,3.0,3.0,"[0, 12.0, 11.0, 0, 0]","[0, 12.0, 11.0, 0, 0]",0.0,0.0,5.0,5.0,1.0,3.0,0.0,0,0.0,0.0,|,3.0,[0],7.0,29.0,1.0,"[0, 9.0, 4.0, 9.0, 7.0, 0, 0, 0, 0]",0.0,3.0,3.0,1.0,13.0,0.0,0,0.0,0.0,|,11.0,[0],14.0,14.0,1.0,"[0, 14.0, 0]",0.0,11.0,11.0,1.0,6.0,0.0,0,0.0,0.0,|,11.0,[0],7.0,16.0,4.0,"[0, 9.0, 7.0, 0, 0]",0.0,11.0,11.0,1.0,15.0,0.0,0,0.0,0.0
68,|,10,[0],9.0,9.0,9.0,9.0,0.0,0.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,0.0,0.0,0.09340659340659341,-22.0,0.0,0.0,0.0,0.0,|,9.0,[0],5.0,5.0,3.0,"[0, 5.0, 0]",0.0,9.0,9.0,1.0,3.0,0.0,0,0.0,0.0,|,9.0,[0],3.0,9.0,5.0,"[0, 1.0, 5.0, 3.0, 0, 0, 0]",0.0,9.0,9.0,1.0,12.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,11.0,11.0,12.0,12.0,"[0, 11.0, 0.0, 0, 0]","[0, 11.0, 0.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,12.0,0.0,0,0.0,0.0,|,5.0,[0],3.0,23.0,9.0,"[0, 4.0, 9.0, 7.0, 3.0, 0, 0, 0, 0]",0.0,5.0,5.0,1.0,17.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,2.0,14.0,"[0, 2.0, 0]",0.0,0.0,0.0,1.0,20.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,10.0,9.0,"[0, 7.0, 3.0, 0, 0]",0.0,0.0,0.0,1.0,24.0,0.0,0,0.0,0.0
69,|,3,[0],3.0,3.0,3.0,3.0,9.0,9.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,9.0,0.0,0.09264305177111716,-16.0,0.0,0.0,0.0,0.0,|,3.0,[0],9.0,9.0,5.0,"[0, 9.0, 0]",0.0,3.0,3.0,1.0,5.0,0.0,0,0.0,0.0,|,3.0,[0],12.0,20.0,1.0,"[0, 5.0, 3.0, 12.0, 0, 0, 0]",0.0,3.0,3.0,1.0,10.0,0.0,0,0.0,0.0,|,12.0,[0],10.0,10.0,10.0,10.0,11.0,11.0,"[0, 0.0, 10.0, 0, 0]","[0, 0.0, 10.0, 0, 0]",0.0,0.0,12.0,12.0,1.0,11.0,0.0,0,0.0,0.0,|,9.0,[0],10.0,29.0,4.0,"[0, 9.0, 7.0, 3.0, 10.0, 0, 0, 0, 0]",0.0,9.0,9.0,1.0,12.0,0.0,0,0.0,0.0,|,10.0,[0],5.0,5.0,2.0,"[0, 5.0, 0]",0.0,10.0,10.0,1.0,12.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,13.0,7.0,"[0, 3.0, 10.0, 0, 0]",0.0,10.0,10.0,1.0,21.0,0.0,0,0.0,0.0
70,|,1,[0],5.0,5.0,5.0,5.0,3.0,3.0,"[0, 5.0, 0]","[0, 5.0, 0]",0.0,0.0,3.0,0.0,0.09239130434782608,-14.0,0.0,0.0,0.0,0.0,|,5.0,[0],0.0,0.0,9.0,"[0, 0.0, 0]",0.0,5.0,5.0,1.0,9.0,0.0,0,0.0,0.0,|,5.0,[0],11.0,26.0,5.0,"[0, 3.0, 12.0, 11.0, 0, 0, 0]",0.0,5.0,5.0,1.0,10.0,0.0,0,0.0,0.0,|,11.0,[0],0.0,0.0,10.0,10.0,0.0,0.0,"[0, 10.0, 0.0, 0, 0]","[0, 10.0, 0.0, 0, 0]",0.0,0.0,11.0,11.0,1.0,0.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,23.0,9.0,"[0, 7.0, 3.0, 10.0, 3.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,21.0,0.0,0,0.0,0.0,|,0.0,[0],10.0,10.0,5.0,"[0, 10.0, 0]",0.0,0.0,0.0,1.0,17.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,13.0,3.0,"[0, 10.0, 3.0, 0, 0]",0.0,0.0,0.0,1.0,24.0,0.0,0,0.0,0.0
71,|,6,[0],9.0,9.0,9.0,9.0,5.0,5.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,5.0,0.0,0.09090909090909091,-15.0,0.0,0.0,0.0,0.0,|,9.0,[0],13.0,13.0,0.0,"[0, 13.0, 0]",0.0,9.0,9.0,1.0,0.0,0.0,0,0.0,0.0,|,9.0,[0],0.0,23.0,3.0,"[0, 12.0, 11.0, 0.0, 0, 0, 0]",0.0,9.0,9.0,1.0,4.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,1.0,1.0,10.0,10.0,"[0, 0.0, 1.0, 0, 0]","[0, 0.0, 1.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,10.0,0.0,0,0.0,0.0,|,13.0,[0],1.0,17.0,7.0,"[0, 3.0, 10.0, 3.0, 1.0, 0, 0, 0, 0]",0.0,13.0,13.0,1.0,15.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,1.0,1.0,1.0,26.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,4.0,10.0,"[0, 3.0, 1.0, 0, 0]",0.0,1.0,1.0,1.0,33.0,0.0,0,0.0,0.0
72,|,1,[0],0.0,0.0,0.0,0.0,9.0,9.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,9.0,0.0,0.09066666666666667,-7.0,0.0,0.0,0.0,0.0,|,0.0,[0],2.0,2.0,13.0,"[0, 2.0, 0]",0.0,0.0,0.0,1.0,13.0,0.0,0,0.0,0.0,|,0.0,[0],10.0,21.0,12.0,"[0, 11.0, 0.0, 10.0, 0, 0, 0]",0.0,0.0,0.0,1.0,16.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,10.0,11.0,11.0,0.0,0.0,"[0, 1.0, 10.0, 0, 0]","[0, 1.0, 10.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,0.0,0.0,0,0.0,0.0,|,2.0,[0],6.0,20.0,3.0,"[0, 10.0, 3.0, 1.0, 6.0, 0, 0, 0, 0]",0.0,2.0,2.0,1.0,16.0,0.0,0,0.0,0.0,|,10.0,[0],7.0,7.0,0.0,"[0, 7.0, 0]",0.0,10.0,10.0,1.0,16.0,0.0,0,0.0,0.0,|,10.0,[0],6.0,7.0,3.0,"[0, 1.0, 6.0, 0, 0]",0.0,10.0,10.0,1.0,26.0,0.0,0,0.0,0.0
73,|,3,[0],13.0,13.0,13.0,13.0,0.0,0.0,"[0, 13.0, 0]","[0, 13.0, 0]",0.0,0.0,0.0,0.0,0.08994708994708994,-10.0,0.0,0.0,0.0,0.0,|,13.0,[0],1.0,1.0,2.0,"[0, 1.0, 0]",0.0,13.0,13.0,1.0,2.0,0.0,0,0.0,0.0,|,13.0,[0],0.0,10.0,11.0,"[0, 0.0, 10.0, 0.0, 0, 0, 0]",0.0,13.0,13.0,1.0,14.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,10.0,1.0,1.0,"[0, 10.0, 0.0, 0, 0]","[0, 10.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,11.0,10.0,"[0, 3.0, 1.0, 6.0, 1.0, 0, 0, 0, 0]",0.0,1.0,1.0,1.0,25.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,7.0,"[0, 1.0, 0]",0.0,0.0,0.0,1.0,23.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,7.0,1.0,"[0, 6.0, 1.0, 0, 0]",0.0,0.0,0.0,1.0,27.0,0.0,0,0.0,0.0
74,|,8,[0],2.0,2.0,2.0,2.0,13.0,13.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,13.0,3.0,0.09585492227979274,-5.0,0.0,0.0,0.0,0.0,|,2.0,[0],14.0,14.0,1.0,"[0, 14.0, 0]",0.0,2.0,2.0,1.0,1.0,0.0,0,0.0,0.0,|,2.0,[0],1.0,11.0,0.0,"[0, 10.0, 0.0, 1.0, 0, 0, 0]",0.0,2.0,2.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0, 0.0, 4.0, 0, 0]","[0, 0.0, 4.0, 0, 0]",0.0,0.0,1.0,1.0,1.0,10.0,0.0,0,0.0,0.0,|,14.0,[0],3.0,11.0,3.0,"[0, 1.0, 6.0, 1.0, 3.0, 0, 0, 0, 0]",0.0,14.0,14.0,1.0,14.0,0.0,0,0.0,0.0,|,4.0,[0],3.0,3.0,1.0,"[0, 3.0, 0]",0.0,4.0,4.0,1.0,20.0,0.0,0,0.0,0.0,|,4.0,[0],3.0,4.0,6.0,"[0, 1.0, 3.0, 0, 0]",0.0,4.0,4.0,1.0,29.0,0.0,0,0.0,0.0
75,|,3,[0],1.0,1.0,1.0,1.0,2.0,2.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,2.0,0.0,0.09511568123393316,-6.0,0.0,0.0,0.0,0.0,|,1.0,[0],0.0,0.0,14.0,"[0, 0.0, 0]",0.0,1.0,1.0,1.0,14.0,0.0,0,0.0,0.0,|,1.0,[0],10.0,11.0,10.0,"[0, 0.0, 1.0, 10.0, 0, 0, 0]",0.0,1.0,1.0,1.0,21.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,10.0,14.0,14.0,0.0,0.0,"[0, 4.0, 10.0, 0, 0]","[0, 4.0, 10.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,0.0,0.0,0,0.0,0.0,|,0.0,[0],8.0,18.0,1.0,"[0, 6.0, 1.0, 3.0, 8.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,15.0,0.0,0,0.0,0.0,|,10.0,[0],8.0,8.0,3.0,"[0, 8.0, 0]",0.0,10.0,10.0,1.0,13.0,0.0,0,0.0,0.0,|,10.0,[0],8.0,11.0,1.0,"[0, 3.0, 8.0, 0, 0]",0.0,10.0,10.0,1.0,20.0,0.0,0,0.0,0.0
76,|,10,[0],11.0,11.0,11.0,11.0,1.0,1.0,"[0, 11.0, 0]","[0, 11.0, 0]",0.0,0.0,1.0,0.0,0.09273182957393483,-15.0,0.0,0.0,0.0,0.0,|,11.0,[0],8.0,8.0,0.0,"[0, 8.0, 0]",0.0,11.0,11.0,1.0,3.0,0.0,0,0.0,0.0,|,11.0,[0],0.0,11.0,0.0,"[0, 1.0, 10.0, 0.0, 0, 0, 0]",0.0,11.0,11.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,10.0,10.0,4.0,4.0,"[0, 10.0, 0.0, 0, 0]","[0, 10.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,0.0,0.0,|,8.0,[0],3.0,15.0,6.0,"[0, 1.0, 3.0, 8.0, 3.0, 0, 0, 0, 0]",0.0,8.0,8.0,1.0,13.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,3.0,8.0,"[0, 3.0, 0]",0.0,0.0,0.0,1.0,21.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,11.0,3.0,"[0, 8.0, 3.0, 0, 0]",0.0,0.0,0.0,1.0,23.0,0.0,0,0.0,0.0
77,|,2,[0],3.0,3.0,3.0,3.0,11.0,11.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,11.0,0.0,0.09226932668329177,-6.0,0.0,0.0,0.0,0.0,|,3.0,[0],9.0,9.0,8.0,"[0, 9.0, 0]",0.0,3.0,3.0,1.0,8.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,14.0,1.0,"[0, 10.0, 0.0, 4.0, 0, 0, 0]",0.0,3.0,3.0,1.0,8.0,0.0,0,0.0,0.0,|,4.0,[0],13.0,13.0,13.0,13.0,10.0,10.0,"[0, 0.0, 13.0, 0, 0]","[0, 0.0, 13.0, 0, 0]",0.0,0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,9.0,[0],10.0,24.0,1.0,"[0, 3.0, 8.0, 3.0, 10.0, 0, 0, 0, 0]",0.0,9.0,9.0,1.0,5.0,0.0,0,0.0,0.0,|,13.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,13.0,13.0,1.0,11.0,0.0,0,0.0,0.0,|,13.0,[0],10.0,13.0,8.0,"[0, 3.0, 10.0, 0, 0]",0.0,13.0,13.0,1.0,18.0,0.0,0,0.0,0.0
78,|,8,[0],8.0,8.0,8.0,8.0,3.0,3.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,3.0,0.0,0.09046454767726161,-11.0,0.0,0.0,0.0,0.0,|,8.0,[0],0.0,0.0,9.0,"[0, 0.0, 0]",0.0,8.0,8.0,1.0,9.0,0.0,0,0.0,0.0,|,8.0,[0],10.0,14.0,10.0,"[0, 0.0, 4.0, 10.0, 0, 0, 0]",0.0,8.0,8.0,1.0,10.0,0.0,0,0.0,0.0,|,10.0,[0],0.0,0.0,13.0,13.0,0.0,0.0,"[0, 13.0, 0.0, 0, 0]","[0, 13.0, 0.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,0.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,23.0,3.0,"[0, 8.0, 3.0, 10.0, 2.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,8.0,0.0,0,0.0,0.0,|,0.0,[0],10.0,10.0,2.0,"[0, 10.0, 0]",0.0,0.0,0.0,1.0,13.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,12.0,3.0,"[0, 10.0, 2.0, 0, 0]",0.0,0.0,0.0,1.0,21.0,0.0,0,0.0,0.0
