t,|i=1,IO:EXT,IOPL:EXT,OQ:2,OQ:3,OO:2,OO:3,IS:2,IS:3,ISPL:2,ISPL:3,RM:2,RM:3,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:1,IOPL:1,OQ:5,OO:5,IS:5,ISPL:5,RM:5,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=3,IO:1,IOPL:1,OQ:4,OO:4,IS:4,ISPL:4,RM:4,OS:1,DMFS,FR,IL,HC,SC,ITHC,TC,|i=4,IO:3,IOPL:3,OQ:6,OQ:7,OO:6,OO:7,IS:6,IS:7,ISPL:6,ISPL:7,RM:6,RM:7,OS:3,DMFS,FR,IL,HC,SC,ITHC,TC,|i=5,IO:2,IOPL:2,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:2,DMFS,FR,IL,HC,SC,ITHC,TC,|i=6,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC,|i=7,IO:4,IOPL:4,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:4,DMFS,FR,IL,HC,SC,ITHC,TC
79,|,2,[0],9.0,9.0,9.0,9.0,8.0,8.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,8.0,0.0,0.09002433090024331,-5.0,0.0,0.0,0.0,0.0,|,9.0,[0],5.0,5.0,0.0,"[0, 5.0, 0]",0.0,9.0,9.0,1.0,0.0,0.0,0,0.0,0.0,|,9.0,[0],0.0,14.0,0.0,"[0, 4.0, 10.0, 0.0, 0, 0, 0]",0.0,9.0,9.0,1.0,1.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,3.0,3.0,3.0,13.0,13.0,"[0, 0.0, 3.0, 0, 0]","[0, 0.0, 3.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,13.0,0.0,0,0.0,0.0,|,5.0,[0],8.0,23.0,8.0,"[0, 3.0, 10.0, 2.0, 8.0, 0, 0, 0, 0]",0.0,5.0,5.0,1.0,11.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,10.0,"[0, 0.0, 0]",0.0,3.0,3.0,1.0,20.0,0.0,0,0.0,0.0,|,3.0,[0],8.0,10.0,10.0,"[0, 2.0, 8.0, 0, 0]",0.0,3.0,3.0,1.0,28.0,0.0,0,0.0,0.0
80,|,1,[0],0.0,0.0,0.0,0.0,9.0,9.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,6.0,1.0,0.09223300970873786,3.0,0.0,0,0.0,0.0,|,0.0,[0],6.0,6.0,5.0,"[0, 6.0, 0]",0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,|,0.0,[0],13.0,23.0,4.0,"[0, 10.0, 0.0, 13.0, 0, 0, 0]",0.0,0.0,0.0,1.0,5.0,0.0,0,0.0,0.0,|,13.0,[0],7.0,7.0,10.0,10.0,0.0,0.0,"[0, 3.0, 7.0, 0, 0]","[0, 3.0, 7.0, 0, 0]",0.0,0.0,13.0,13.0,1.0,0.0,0.0,0,0.0,0.0,|,6.0,[0],2.0,22.0,3.0,"[0, 10.0, 2.0, 8.0, 2.0, 0, 0, 0, 0]",0.0,6.0,6.0,1.0,8.0,0.0,0,0.0,0.0,|,7.0,[0],10.0,10.0,0.0,"[0, 10.0, 0]",0.0,7.0,7.0,1.0,13.0,0.0,0,0.0,0.0,|,7.0,[0],2.0,10.0,2.0,"[0, 8.0, 2.0, 0, 0]",0.0,7.0,7.0,1.0,23.0,0.0,0,0.0,0.0
81,|,0,[0],3.0,3.0,3.0,3.0,0.0,0.0,"[0, 3.0, 0]","[0, 3.0, 0]",0.0,0.0,0.0,0.0,0.09223300970873786,3.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,0.0,6.0,"[0, 0.0, 0]",0.0,3.0,3.0,1.0,8.0,0.0,0,0.0,0.0,|,3.0,[0],0.0,13.0,10.0,"[0, 0.0, 13.0, 0.0, 0, 0, 0]",0.0,3.0,3.0,1.0,12.0,0.0,0,0.0,0.0,|,0.0,[0],0.0,0.0,7.0,7.0,3.0,3.0,"[0, 7.0, 0.0, 0, 0]","[0, 7.0, 0.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,13.0,10.0,"[0, 2.0, 8.0, 2.0, 1.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,18.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,1.0,10.0,"[0, 1.0, 0]",0.0,0.0,0.0,1.0,23.0,0.0,0,0.0,0.0,|,0.0,[0],1.0,3.0,8.0,"[0, 2.0, 1.0, 0, 0]",0.0,0.0,0.0,1.0,31.0,0.0,0,0.0,0.0
82,|,4,[0],0.0,0.0,0.0,0.0,3.0,3.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,4.0,4.0,0.10096153846153846,2.0,0.0,0,0.0,0.0,|,0.0,[0],6.0,6.0,0.0,"[0, 6.0, 0]",0.0,0.0,0.0,1.0,8.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,16.0,0.0,"[0, 13.0, 0.0, 3.0, 0, 0, 0]",0.0,0.0,0.0,1.0,12.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,2.0,2.0,2.0,7.0,7.0,"[0, 0.0, 2.0, 0, 0]","[0, 0.0, 2.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,7.0,0.0,0,0.0,0.0,|,6.0,[0],0.0,11.0,2.0,"[0, 8.0, 2.0, 1.0, 0.0, 0, 0, 0, 0]",0.0,6.0,6.0,1.0,14.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,0.0,1.0,"[0, 0.0, 0]",0.0,2.0,2.0,1.0,22.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,1.0,2.0,"[0, 1.0, 0.0, 0, 0]",0.0,2.0,2.0,1.0,31.0,0.0,0,0.0,0.0
83,|,8,[0],4.0,4.0,4.0,4.0,0.0,0.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,2.0,2.0,0.10377358490566038,-6.0,0.0,0.0,0.0,0.0,|,4.0,[0],0.0,0.0,6.0,"[0, 0.0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,4.0,[0],5.0,8.0,13.0,"[0, 0.0, 3.0, 5.0, 0, 0, 0]",0.0,4.0,4.0,1.0,21.0,0.0,0,0.0,0.0,|,5.0,[0],0.0,0.0,2.0,2.0,0.0,0.0,"[0, 2.0, 0.0, 0, 0]","[0, 2.0, 0.0, 0, 0]",0.0,0.0,5.0,5.0,1.0,2.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,7.0,8.0,"[0, 2.0, 1.0, 0.0, 4.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,4.0,0.0,"[0, 4.0, 0]",0.0,0.0,0.0,1.0,22.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,4.0,1.0,"[0, 0.0, 4.0, 0, 0]",0.0,0.0,0.0,1.0,32.0,0.0,0,0.0,0.0
84,|,2,[0],8.0,8.0,8.0,8.0,4.0,4.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,4.0,0.0,0.10328638497652583,-4.0,0.0,0.0,0.0,0.0,|,8.0,[0],12.0,12.0,0.0,"[0, 12.0, 0]",0.0,8.0,8.0,1.0,2.0,0.0,0,0.0,0.0,|,8.0,[0],2.0,10.0,0.0,"[0, 3.0, 5.0, 2.0, 0, 0, 0]",0.0,8.0,8.0,1.0,13.0,0.0,0,0.0,0.0,|,2.0,[0],12.0,12.0,12.0,12.0,2.0,2.0,"[0, 0.0, 12.0, 0, 0]","[0, 0.0, 12.0, 0, 0]",0.0,0.0,2.0,2.0,1.0,2.0,0.0,0,0.0,0.0,|,12.0,[0],8.0,13.0,2.0,"[0, 1.0, 0.0, 4.0, 8.0, 0, 0, 0, 0]",0.0,12.0,12.0,1.0,12.0,0.0,0,0.0,0.0,|,12.0,[0],8.0,8.0,4.0,"[0, 8.0, 0]",0.0,12.0,12.0,1.0,14.0,0.0,0,0.0,0.0,|,12.0,[0],8.0,12.0,0.0,"[0, 4.0, 8.0, 0, 0]",0.0,12.0,12.0,1.0,20.0,0.0,0,0.0,0.0
85,|,1,[0],2.0,2.0,2.0,2.0,8.0,8.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,5.0,1.0,0.1053864168618267,3.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,2.0,12.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,12.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,9.0,3.0,"[0, 5.0, 2.0, 2.0, 0, 0, 0]",0.0,2.0,2.0,1.0,14.0,0.0,0,0.0,0.0,|,2.0,[0],3.0,3.0,15.0,15.0,0.0,0.0,"[0, 12.0, 3.0, 0, 0]","[0, 12.0, 3.0, 0, 0]",0.0,0.0,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,14.0,1.0,"[0, 0.0, 4.0, 8.0, 2.0, 0, 0, 0, 0]",0.0,2.0,2.0,1.0,11.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,2.0,8.0,"[0, 2.0, 0]",0.0,3.0,3.0,1.0,19.0,0.0,0,0.0,0.0,|,3.0,[0],2.0,10.0,4.0,"[0, 8.0, 2.0, 0, 0]",0.0,3.0,3.0,1.0,21.0,0.0,0,0.0,0.0
86,|,4,[0],1.0,1.0,1.0,1.0,2.0,2.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,4.0,4.0,0.1136890951276102,1.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,1.0,2.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],0.0,4.0,5.0,"[0, 2.0, 2.0, 0.0, 0, 0, 0]",0.0,1.0,1.0,1.0,18.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,2.0,5.0,5.0,12.0,12.0,"[0, 3.0, 2.0, 0, 0]","[0, 3.0, 2.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,12.0,0.0,0,0.0,0.0,|,1.0,[0],1.0,15.0,0.0,"[0, 4.0, 8.0, 2.0, 1.0, 0, 0, 0, 0]",0.0,1.0,1.0,1.0,10.0,0.0,0,0.0,0.0,|,2.0,[0],1.0,1.0,2.0,"[0, 1.0, 0]",0.0,2.0,2.0,1.0,19.0,0.0,0,0.0,0.0,|,2.0,[0],1.0,3.0,8.0,"[0, 2.0, 1.0, 0, 0]",0.0,2.0,2.0,1.0,27.0,0.0,0,0.0,0.0
87,|,10,[0],4.0,4.0,4.0,4.0,1.0,1.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,2.0,2.0,0.11564625850340136,-8.0,0.0,0.0,0.0,0.0,|,4.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,4.0,[0],11.0,13.0,2.0,"[0, 2.0, 0.0, 11.0, 0, 0, 0]",0.0,4.0,4.0,1.0,16.0,0.0,0,0.0,0.0,|,11.0,[0],0.0,0.0,2.0,2.0,3.0,3.0,"[0, 2.0, 0.0, 0, 0]","[0, 2.0, 0.0, 0, 0]",0.0,0.0,11.0,11.0,1.0,4.0,0.0,0,0.0,0.0,|,4.0,[0],4.0,15.0,4.0,"[0, 8.0, 2.0, 1.0, 4.0, 0, 0, 0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,4.0,1.0,"[0, 4.0, 0]",0.0,0.0,0.0,1.0,20.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,5.0,2.0,"[0, 1.0, 4.0, 0, 0]",0.0,0.0,0.0,1.0,29.0,0.0,0,0.0,0.0
88,|,4,[0],10.0,10.0,10.0,10.0,4.0,4.0,"[0, 10.0, 0]","[0, 10.0, 0]",0.0,0.0,4.0,0.0,0.1146067415730337,-8.0,0.0,0.0,0.0,0.0,|,10.0,[0],2.0,2.0,4.0,"[0, 2.0, 0]",0.0,10.0,10.0,1.0,4.0,0.0,0,0.0,0.0,|,10.0,[0],4.0,15.0,2.0,"[0, 0.0, 11.0, 4.0, 0, 0, 0]",0.0,10.0,10.0,1.0,8.0,0.0,0,0.0,0.0,|,4.0,[0],6.0,6.0,6.0,6.0,2.0,2.0,"[0, 0.0, 6.0, 0, 0]","[0, 0.0, 6.0, 0, 0]",0.0,0.0,4.0,4.0,1.0,2.0,0.0,0,0.0,0.0,|,2.0,[0],10.0,17.0,8.0,"[0, 2.0, 1.0, 4.0, 10.0, 0, 0, 0, 0]",0.0,2.0,2.0,1.0,16.0,0.0,0,0.0,0.0,|,6.0,[0],9.0,9.0,4.0,"[0, 9.0, 0]",0.0,6.0,6.0,1.0,18.0,0.0,0,0.0,0.0,|,6.0,[0],10.0,14.0,1.0,"[0, 4.0, 10.0, 0, 0]",0.0,6.0,6.0,1.0,24.0,0.0,0,0.0,0.0
89,|,3,[0],4.0,4.0,4.0,4.0,10.0,10.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,10.0,2.0,0.11830357142857142,-1.0,0.0,0.0,0.0,0.0,|,4.0,[0],12.0,12.0,2.0,"[0, 12.0, 0]",0.0,4.0,4.0,1.0,2.0,0.0,0,0.0,0.0,|,4.0,[0],2.0,17.0,0.0,"[0, 11.0, 4.0, 2.0, 0, 0, 0]",0.0,4.0,4.0,1.0,4.0,0.0,0,0.0,0.0,|,2.0,[0],10.0,10.0,16.0,16.0,0.0,0.0,"[0, 6.0, 10.0, 0, 0]","[0, 6.0, 10.0, 0, 0]",0.0,0.0,2.0,2.0,1.0,0.0,0.0,0,0.0,0.0,|,12.0,[0],4.0,19.0,2.0,"[0, 1.0, 4.0, 10.0, 4.0, 0, 0, 0, 0]",0.0,12.0,12.0,1.0,6.0,0.0,0,0.0,0.0,|,10.0,[0],5.0,5.0,9.0,"[0, 5.0, 0]",0.0,10.0,10.0,1.0,17.0,0.0,0,0.0,0.0,|,10.0,[0],4.0,14.0,4.0,"[0, 10.0, 4.0, 0, 0]",0.0,10.0,10.0,1.0,18.0,0.0,0,0.0,0.0
90,|,6,[0],2.0,2.0,2.0,2.0,4.0,4.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,4.0,3.0,0.12334801762114538,-3.0,0.0,0.0,0.0,0.0,|,2.0,[0],0.0,0.0,12.0,"[0, 0.0, 0]",0.0,2.0,2.0,1.0,12.0,0.0,0,0.0,0.0,|,2.0,[0],0.0,6.0,11.0,"[0, 4.0, 2.0, 0.0, 0, 0, 0]",0.0,2.0,2.0,1.0,13.0,0.0,0,0.0,0.0,|,0.0,[0],4.0,4.0,14.0,14.0,6.0,6.0,"[0, 10.0, 4.0, 0, 0]","[0, 10.0, 4.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,21.0,1.0,"[0, 4.0, 10.0, 4.0, 3.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,7.0,0.0,0,0.0,0.0,|,4.0,[0],0.0,0.0,5.0,"[0, 0.0, 0]",0.0,4.0,4.0,1.0,18.0,0.0,0,0.0,0.0,|,4.0,[0],3.0,7.0,10.0,"[0, 4.0, 3.0, 0, 0]",0.0,4.0,4.0,1.0,24.0,0.0,0,0.0,0.0
91,|,2,[0],7.0,7.0,7.0,7.0,2.0,2.0,"[0, 7.0, 0]","[0, 7.0, 0]",0.0,0.0,2.0,0.0,0.12280701754385964,-3.0,0.0,0.0,0.0,0.0,|,7.0,[0],3.0,3.0,0.0,"[0, 3.0, 0]",0.0,7.0,7.0,1.0,5.0,0.0,0,0.0,0.0,|,7.0,[0],6.0,8.0,4.0,"[0, 2.0, 0.0, 6.0, 0, 0, 0]",0.0,7.0,7.0,1.0,10.0,0.0,0,0.0,0.0,|,6.0,[0],3.0,3.0,7.0,7.0,10.0,10.0,"[0, 4.0, 3.0, 0, 0]","[0, 4.0, 3.0, 0, 0]",0.0,0.0,6.0,6.0,1.0,10.0,0.0,0,0.0,0.0,|,3.0,[0],6.0,23.0,4.0,"[0, 10.0, 4.0, 3.0, 6.0, 0, 0, 0, 0]",0.0,3.0,3.0,1.0,8.0,0.0,0,0.0,0.0,|,3.0,[0],9.0,9.0,0.0,"[0, 9.0, 0]",0.0,3.0,3.0,1.0,15.0,0.0,0,0.0,0.0,|,3.0,[0],6.0,9.0,4.0,"[0, 3.0, 6.0, 0, 0]",0.0,3.0,3.0,1.0,25.0,0.0,0,0.0,0.0
92,|,8,[0],2.0,2.0,2.0,2.0,7.0,7.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,7.0,4.0,0.12931034482758622,-4.0,0.0,0.0,0.0,0.0,|,2.0,[0],2.0,2.0,3.0,"[0, 2.0, 0]",0.0,2.0,2.0,1.0,6.0,0.0,0,0.0,0.0,|,2.0,[0],10.0,16.0,2.0,"[0, 0.0, 6.0, 10.0, 0, 0, 0]",0.0,2.0,2.0,1.0,10.0,0.0,0,0.0,0.0,|,10.0,[0],0.0,0.0,3.0,3.0,4.0,4.0,"[0, 3.0, 0.0, 0, 0]","[0, 3.0, 0.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,4.0,0.0,0,0.0,0.0,|,2.0,[0],2.0,15.0,10.0,"[0, 4.0, 3.0, 6.0, 2.0, 0, 0, 0, 0]",0.0,2.0,2.0,1.0,16.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,2.0,9.0,"[0, 2.0, 0]",0.0,0.0,0.0,1.0,24.0,0.0,0,0.0,0.0,|,0.0,[0],2.0,8.0,3.0,"[0, 6.0, 2.0, 0, 0]",0.0,0.0,0.0,1.0,28.0,0.0,0,0.0,0.0
93,|,10,[0],6.0,6.0,6.0,6.0,2.0,2.0,"[0, 6.0, 0]","[0, 6.0, 0]",0.0,0.0,2.0,0.0,0.12658227848101267,-12.0,0.0,0.0,0.0,0.0,|,6.0,[0],8.0,8.0,2.0,"[0, 8.0, 0]",0.0,6.0,6.0,1.0,2.0,0.0,0,0.0,0.0,|,6.0,[0],4.0,20.0,0.0,"[0, 6.0, 10.0, 4.0, 0, 0, 0]",0.0,6.0,6.0,1.0,4.0,0.0,0,0.0,0.0,|,4.0,[0],10.0,10.0,10.0,10.0,3.0,3.0,"[0, 0.0, 10.0, 0, 0]","[0, 0.0, 10.0, 0, 0]",0.0,0.0,4.0,4.0,1.0,3.0,0.0,0,0.0,0.0,|,8.0,[0],8.0,19.0,4.0,"[0, 3.0, 6.0, 2.0, 8.0, 0, 0, 0, 0]",0.0,8.0,8.0,1.0,12.0,0.0,0,0.0,0.0,|,10.0,[0],4.0,4.0,2.0,"[0, 4.0, 0]",0.0,10.0,10.0,1.0,16.0,0.0,0,0.0,0.0,|,10.0,[0],8.0,10.0,6.0,"[0, 2.0, 8.0, 0, 0]",0.0,10.0,10.0,1.0,24.0,0.0,0,0.0,0.0
94,|,7,[0],2.0,2.0,2.0,2.0,6.0,6.0,"[0, 2.0, 0]","[0, 2.0, 0]",0.0,0.0,6.0,0.0,0.12474012474012475,-13.0,0.0,0.0,0.0,0.0,|,2.0,[0],4.0,4.0,8.0,"[0, 4.0, 0]",0.0,2.0,2.0,1.0,8.0,0.0,0,0.0,0.0,|,2.0,[0],3.0,17.0,6.0,"[0, 10.0, 4.0, 3.0, 0, 0, 0]",0.0,2.0,2.0,1.0,8.0,0.0,0,0.0,0.0,|,3.0,[0],11.0,11.0,21.0,21.0,0.0,0.0,"[0, 10.0, 11.0, 0, 0]","[0, 10.0, 11.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,0.0,0.0,0,0.0,0.0,|,4.0,[0],10.0,26.0,3.0,"[0, 6.0, 2.0, 8.0, 10.0, 0, 0, 0, 0]",0.0,4.0,4.0,1.0,11.0,0.0,0,0.0,0.0,|,11.0,[0],12.0,12.0,4.0,"[0, 12.0, 0]",0.0,11.0,11.0,1.0,9.0,0.0,0,0.0,0.0,|,11.0,[0],10.0,18.0,2.0,"[0, 8.0, 10.0, 0, 0]",0.0,11.0,11.0,1.0,15.0,0.0,0,0.0,0.0
95,|,5,[0],8.0,8.0,8.0,8.0,2.0,2.0,"[0, 8.0, 0]","[0, 8.0, 0]",0.0,0.0,2.0,0.0,0.12345679012345678,-16.0,0.0,0.0,0.0,0.0,|,8.0,[0],0.0,0.0,4.0,"[0, 0.0, 0]",0.0,8.0,8.0,1.0,4.0,0.0,0,0.0,0.0,|,8.0,[0],0.0,7.0,10.0,"[0, 4.0, 3.0, 0.0, 0, 0, 0]",0.0,8.0,8.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],3.0,3.0,14.0,14.0,10.0,10.0,"[0, 11.0, 3.0, 0, 0]","[0, 11.0, 3.0, 0, 0]",0.0,0.0,0.0,0.0,1.0,10.0,0.0,0,0.0,0.0,|,0.0,[0],6.0,26.0,6.0,"[0, 2.0, 8.0, 10.0, 6.0, 0, 0, 0, 0]",0.0,0.0,0.0,1.0,17.0,0.0,0,0.0,0.0,|,3.0,[0],4.0,4.0,12.0,"[0, 4.0, 0]",0.0,3.0,3.0,1.0,18.0,0.0,0,0.0,0.0,|,3.0,[0],7.0,17.0,8.0,"[0, 10.0, 7.0, 0, 0]",0.0,3.0,3.0,1.0,20.0,0.0,0,0.0,0.0
96,|,7,[0],4.0,4.0,4.0,4.0,8.0,8.0,"[0, 4.0, 0]","[0, 4.0, 0]",0.0,0.0,8.0,0.0,0.12170385395537525,-15.0,0.0,0.0,0.0,0.0,|,4.0,[0],9.0,9.0,0.0,"[0, 9.0, 0]",0.0,4.0,4.0,1.0,0.0,0.0,0,0.0,0.0,|,4.0,[0],10.0,13.0,4.0,"[0, 3.0, 0.0, 10.0, 0, 0, 0]",0.0,4.0,4.0,1.0,10.0,0.0,0,0.0,0.0,|,10.0,[0],10.0,10.0,13.0,13.0,11.0,11.0,"[0, 3.0, 10.0, 0, 0]","[0, 3.0, 10.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,11.0,0.0,0,0.0,0.0,|,9.0,[0],6.0,30.0,2.0,"[0, 8.0, 10.0, 6.0, 6.0, 0, 0, 0, 0]",0.0,9.0,9.0,1.0,10.0,0.0,0,0.0,0.0,|,10.0,[0],5.0,5.0,4.0,"[0, 5.0, 0]",0.0,10.0,10.0,1.0,12.0,0.0,0,0.0,0.0,|,10.0,[0],5.0,12.0,10.0,"[0, 7.0, 5.0, 0, 0]",0.0,10.0,10.0,1.0,20.0,0.0,0,0.0,0.0
97,|,3,[0],0.0,0.0,0.0,0.0,4.0,4.0,"[0, 0.0, 0]","[0, 0.0, 0]",0.0,0.0,4.0,0.0,0.12096774193548387,-14.0,0.0,0.0,0.0,0.0,|,0.0,[0],1.0,1.0,9.0,"[0, 1.0, 0]",0.0,0.0,0.0,1.0,9.0,0.0,0,0.0,0.0,|,0.0,[0],11.0,21.0,3.0,"[0, 0.0, 10.0, 11.0, 0, 0, 0]",0.0,0.0,0.0,1.0,13.0,0.0,0,0.0,0.0,|,11.0,[0],1.0,1.0,11.0,11.0,3.0,3.0,"[0, 10.0, 1.0, 0, 0]","[0, 10.0, 1.0, 0, 0]",0.0,0.0,11.0,11.0,1.0,3.0,0.0,0,0.0,0.0,|,1.0,[0],7.0,29.0,8.0,"[0, 10.0, 6.0, 6.0, 7.0, 0, 0, 0, 0]",0.0,1.0,1.0,1.0,17.0,0.0,0,0.0,0.0,|,1.0,[0],8.0,8.0,5.0,"[0, 8.0, 0]",0.0,1.0,1.0,1.0,16.0,0.0,0,0.0,0.0,|,1.0,[0],7.0,12.0,7.0,"[0, 5.0, 7.0, 0, 0]",0.0,1.0,1.0,1.0,26.0,0.0,0,0.0,0.0
98,|,3,[0],9.0,9.0,9.0,9.0,0.0,0.0,"[0, 9.0, 0]","[0, 9.0, 0]",0.0,0.0,0.0,0.0,0.12024048096192384,-17.0,0.0,0.0,0.0,0.0,|,9.0,[0],13.0,13.0,1.0,"[0, 13.0, 0]",0.0,9.0,9.0,1.0,1.0,0.0,0,0.0,0.0,|,9.0,[0],3.0,24.0,0.0,"[0, 10.0, 11.0, 3.0, 0, 0, 0]",0.0,9.0,9.0,1.0,4.0,0.0,0,0.0,0.0,|,3.0,[0],1.0,1.0,2.0,2.0,10.0,10.0,"[0, 1.0, 1.0, 0, 0]","[0, 1.0, 1.0, 0, 0]",0.0,0.0,3.0,3.0,1.0,10.0,0.0,0,0.0,0.0,|,13.0,[0],3.0,22.0,10.0,"[0, 6.0, 6.0, 7.0, 3.0, 0, 0, 0, 0]",0.0,13.0,13.0,1.0,14.0,0.0,0,0.0,0.0,|,1.0,[0],7.0,7.0,8.0,"[0, 7.0, 0]",0.0,1.0,1.0,1.0,23.0,0.0,0,0.0,0.0,|,1.0,[0],3.0,10.0,5.0,"[0, 7.0, 3.0, 0, 0]",0.0,1.0,1.0,1.0,30.0,0.0,0,0.0,0.0
99,|,9,[0],1.0,1.0,1.0,1.0,9.0,9.0,"[0, 1.0, 0]","[0, 1.0, 0]",0.0,0.0,9.0,0.0,0.11811023622047244,-17.0,0.0,0.0,0.0,0.0,|,1.0,[0],1.0,1.0,13.0,"[0, 1.0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,1.0,[0],10.0,24.0,10.0,"[0, 11.0, 3.0, 10.0, 0, 0, 0]",0.0,1.0,1.0,1.0,13.0,0.0,0,0.0,0.0,|,10.0,[0],7.0,7.0,8.0,8.0,1.0,1.0,"[0, 1.0, 7.0, 0, 0]","[0, 1.0, 7.0, 0, 0]",0.0,0.0,10.0,10.0,1.0,1.0,0.0,0,0.0,0.0,|,1.0,[0],3.0,19.0,6.0,"[0, 6.0, 7.0, 3.0, 3.0, 0, 0, 0, 0]",0.0,1.0,1.0,1.0,19.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,3.0,7.0,"[0, 3.0, 0]",0.0,7.0,7.0,1.0,23.0,0.0,0,0.0,0.0,|,7.0,[0],3.0,6.0,7.0,"[0, 3.0, 3.0, 0, 0]",0.0,7.0,7.0,1.0,30.0,0.0,0,0.0,0.0
